bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,Year
0,1,Vladimir,RekSai,Lulu,Lucian,Morgana,Maokai,Sejuani,Ziggs,Sivir,Thresh,2015
0,1,Hecarim,Sejuani,Cassiopeia,Urgot,Nautilus,Gnar,RekSai,Fizz,Sivir,Thresh,2015
1,0,Rumble,RekSai,Vladimir,Kalista,Annie,Gnar,Sejuani,Lulu,Tristana,Thresh,2015
1,0,Gnar,RekSai,TwistedFate,Jinx,Janna,Cassiopeia,Gragas,Diana,Sivir,Morgana,2015
1,0,Gnar,RekSai,Cassiopeia,Urgot,Alistar,Hecarim,Gragas,Ziggs,Kalista,Thresh,2015
1,0,Maokai,Gragas,Leblanc,Kalista,Thresh,Rumble,RekSai,Zed,Lucian,Annie,2015
0,1,Hecarim,Gragas,Chogath,Kalista,Thresh,Maokai,RekSai,Fizz,Urgot,Nautilus,2015
1,0,Gnar,RekSai,TwistedFate,Jinx,Thresh,Rumble,Sejuani,Diana,Sivir,Janna,2015
1,0,Rumble,Nunu,Lulu,Lucian,Alistar,Gnar,Sejuani,Cassiopeia,Sivir,Nautilus,2015
0,1,Sion,Sejuani,Urgot,Corki,Bard,DrMundo,RekSai,Azir,Kalista,Thresh,2015
1,0,Rumble,RekSai,Zed,Kalista,Thresh,Gnar,Sejuani,Lulu,Lucian,Bard,2015
0,1,Maokai,RekSai,Chogath,Sivir,Nautilus,Gnar,Gragas,Azir,Urgot,Thresh,2015
1,0,Maokai,RekSai,Ezreal,Corki,Thresh,Hecarim,Gragas,Leblanc,Sivir,Alistar,2015
1,0,Rumble,Gragas,Leblanc,Urgot,Annie,Gnar,RekSai,Ahri,Sivir,Thresh,2015
1,0,Maokai,RekSai,Azir,Ezreal,Alistar,Cassiopeia,Gragas,Zed,Sivir,Leona,2015
1,0,Hecarim,RekSai,Cassiopeia,Lucian,Leona,Rumble,Sejuani,Azir,Sivir,Alistar,2015
1,0,Gnar,Nunu,Cassiopeia,Urgot,Alistar,Rumble,Gragas,Ahri,Sivir,Nautilus,2015
1,0,Hecarim,Nautilus,Cassiopeia,Kalista,Thresh,Maokai,Sejuani,TwistedFate,Sivir,Leona,2015
0,1,Gnar,Gragas,Fizz,Lucian,Nautilus,Maokai,Sejuani,Kassadin,Sivir,Thresh,2015
1,0,Irelia,Gragas,TwistedFate,Urgot,Thresh,Gnar,RekSai,Fizz,Kalista,Annie,2015
1,0,Maokai,Gragas,Cassiopeia,Kalista,Annie,Gnar,Sejuani,Orianna,Urgot,Thresh,2015
1,0,Maokai,Gragas,Cassiopeia,Jinx,Annie,Rumble,RekSai,Orianna,Lucian,Leona,2015
0,1,Rumble,RekSai,Lulu,Sivir,Thresh,Maokai,Nunu,Azir,Jinx,Annie,2015
0,1,Maokai,Nunu,Azir,Corki,Annie,Gnar,Gragas,Kassadin,Ezreal,Alistar,2015
0,1,Gnar,Nunu,Leblanc,Urgot,Nautilus,Maokai,Evelynn,Morgana,Sivir,Alistar,2015
1,0,Poppy,Nidalee,Azir,Lucian,Alistar,Maokai,Graves,AurelionSol,Caitlyn,Braum,2016
0,1,Trundle,Kindred,Ryze,Lucian,Janna,Ekko,Graves,Azir,Kalista,Braum,2016
1,0,Ekko,Kindred,Ryze,Ezreal,Karma,Trundle,Gragas,Azir,Lucian,Poppy,2016
1,0,Poppy,Kindred,Lissandra,Caitlyn,Thresh,Ekko,Graves,Gangplank,Lucian,Braum,2016
0,1,Gragas,Graves,Ekko,Lucian,Braum,Poppy,Kindred,Ryze,Sivir,Alistar,2016
0,1,Fizz,Graves,Lissandra,Lucian,Poppy,Ekko,LeeSin,Ryze,Sivir,TahmKench,2016
1,0,Poppy,Kindred,Azir,Lucian,Soraka,Ekko,Graves,Ryze,Ezreal,Bard,2016
0,1,Poppy,Nidalee,Azir,Lucian,TahmKench,Maokai,Graves,Leblanc,Jhin,Alistar,2016
1,0,Maokai,LeeSin,Leblanc,Lucian,Alistar,Fizz,Graves,Lissandra,Ezreal,Braum,2016
1,0,Poppy,Kindred,Azir,Twitch,Thresh,Ekko,Graves,Ryze,Lucian,Trundle,2016
1,0,Poppy,Kindred,Leblanc,Lucian,Bard,Ekko,Graves,Lulu,Sivir,Braum,2016
0,1,Poppy,Nidalee,Azir,Lucian,Trundle,Ekko,Kindred,Ryze,Ezreal,Alistar,2016
0,1,Ekko,Nidalee,Zed,Lucian,Thresh,Poppy,Kindred,Ryze,Twitch,Braum,2016
1,0,Poppy,Nidalee,Azir,Lucian,Janna,Ekko,Kindred,Leblanc,Ezreal,Braum,2016
0,1,Ekko,Kindred,TwistedFate,Ezreal,Morgana,Poppy,Graves,Azir,Kalista,Bard,2016
1,0,Poppy,Elise,Azir,Ezreal,Alistar,Maokai,Graves,Ekko,Lucian,Braum,2016
1,0,Maokai,Kindred,Azir,Kalista,Soraka,Ekko,Graves,Leblanc,Lucian,Poppy,2016
0,1,Poppy,Nidalee,Azir,Lucian,Alistar,Ekko,Graves,Leblanc,Sivir,Braum,2016
1,0,Poppy,Graves,Ryze,Ezreal,Braum,Ekko,Kindred,Leblanc,Lucian,Soraka,2016
1,0,Poppy,Nidalee,Azir,Lucian,Alistar,Maokai,Graves,Ryze,Caitlyn,Morgana,2016
1,0,Ekko,Graves,Zilean,Sivir,Braum,Poppy,Kindred,AurelionSol,Kalista,Bard,2016
1,0,Ekko,Kindred,Leblanc,Ezreal,Alistar,Maokai,LeeSin,Azir,Lucian,Braum,2016
1,0,Poppy,Kindred,Azir,Kalista,Morgana,Ekko,Nidalee,Zed,Lucian,Thresh,2016
0,1,Maokai,Graves,Lissandra,Lucian,Thresh,Ekko,Kindred,Azir,Ezreal,Braum,2016
1,0,Ekko,Graves,Azir,Twitch,Braum,Maokai,Elise,Zed,Lucian,Thresh,2016
0,1,Poppy,Kindred,Karma,Ezreal,Bard,Ekko,Graves,Ryze,Lucian,Soraka,2016
1,0,Ekko,LeeSin,Ryze,Sivir,Soraka,Poppy,Graves,Azir,Kalista,Braum,2016
0,1,Ekko,Graves,Azir,Vayne,Janna,Maokai,LeeSin,Leblanc,Tristana,Braum,2016
0,1,Ekko,Kindred,Leblanc,Kalista,Bard,Maokai,Graves,Ryze,Lucian,Braum,2016
0,1,Ekko,LeeSin,Ryze,Sivir,Bard,Maokai,Graves,Lulu,Lucian,Trundle,2016
1,0,Trundle,Nidalee,Leblanc,Lucian,Braum,Poppy,Graves,Fizz,Sivir,Soraka,2016
0,1,Ryze,Kindred,Leblanc,Kalista,Braum,Poppy,Elise,Azir,Sivir,Soraka,2016
0,1,Poppy,Elise,Azir,Jhin,Leona,Ekko,Graves,Fizz,Sivir,Soraka,2016
0,1,Poppy,Graves,Azir,Tristana,Braum,Maokai,Kindred,Ryze,Ezreal,Karma,2016
1,0,Ekko,Kindred,Ryze,Kalista,Bard,Poppy,Elise,Azir,Sivir,Soraka,2016
0,1,Ekko,Graves,Azir,Caitlyn,Janna,Poppy,Kindred,Ryze,Ezreal,Karma,2016
1,0,Ekko,Graves,Ryze,Ezreal,Sona,Poppy,Kindred,Azir,Varus,Karma,2016
1,0,Poppy,Nidalee,Ryze,Ezreal,Sona,Ekko,Kindred,Azir,Sivir,Karma,2016
0,1,Poppy,Nidalee,Ekko,Lucian,Soraka,Trundle,Elise,Azir,Ezreal,Nami,2016
0,1,Poppy,Nidalee,Ekko,Lucian,Soraka,Trundle,Elise,Azir,Ezreal,Nami,2016
0,1,Maokai,Kindred,Cassiopeia,Caitlyn,Soraka,Poppy,Elise,Ryze,Lucian,Nami,2016
0,1,Renekton,LeeSin,Orianna,Ashe,Zyra,Galio,Graves,Syndra,Varus,MissFortune,2017
1,0,Kled,Elise,Taliyah,Ashe,Bard,Rumble,LeeSin,Ryze,Varus,Malzahar,2017
1,0,Gragas,Khazix,Ahri,Varus,Karma,Nautilus,Graves,Lulu,Twitch,Nami,2017
0,1,Gragas,Rengar,Leblanc,Varus,Lulu,Nautilus,Ivern,Ryze,Caitlyn,Karma,2017
1,0,Rumble,LeeSin,Ekko,Varus,Lulu,Jayce,Graves,Syndra,Ashe,Karma,2017
1,0,Kennen,LeeSin,Taliyah,Ezreal,Lulu,Jayce,Elise,Karma,Ashe,Nami,2017
1,0,Rumble,LeeSin,Orianna,Twitch,TahmKench,Shen,Khazix,Syndra,Varus,Braum,2017
0,1,Shen,Nunu,Leblanc,KogMaw,Lulu,Kled,Graves,Kassadin,Ashe,Malzahar,2017
1,0,Rumble,Graves,Ryze,Jhin,TahmKench,Fizz,LeeSin,Orianna,Varus,Braum,2017
0,1,Kennen,Graves,Taliyah,Ziggs,Bard,Jayce,Nunu,Fizz,KogMaw,Lulu,2017
0,1,Gragas,Rengar,Karma,Caitlyn,Lulu,Kennen,Ivern,Orianna,Twitch,Nami,2017
0,1,Gragas,LeeSin,Syndra,Lucian,Braum,Rumble,Elise,Jayce,Ashe,TahmKench,2017
1,0,Fiora,LeeSin,Fizz,KogMaw,Braum,Nautilus,Graves,Syndra,Twitch,TahmKench,2017
1,0,Gragas,Khazix,Lulu,Ashe,Zyra,Shen,Graves,Leblanc,Twitch,Nami,2017
1,0,Shen,Graves,Orianna,Twitch,TahmKench,Kled,LeeSin,Vladimir,Jhin,Zyra,2017
0,1,Kennen,Graves,Taliyah,Ziggs,Bard,Rumble,LeeSin,Orianna,Twitch,TahmKench,2017
1,0,Fizz,LeeSin,Taliyah,Caitlyn,Karma,Galio,Khazix,Ryze,Ashe,Lulu,2017
1,0,Gragas,LeeSin,Leblanc,Ashe,Malzahar,Shen,Elise,Ryze,Varus,TahmKench,2017
1,0,Renekton,LeeSin,Syndra,Caitlyn,Lulu,Nautilus,Graves,Leblanc,Varus,Karma,2017
1,0,Fizz,LeeSin,Syndra,Ashe,Karma,Rumble,Graves,Orianna,Varus,Nami,2017
0,1,Nautilus,Graves,Syndra,Ashe,Zyra,Galio,Khazix,Zed,Ziggs,Malzahar,2017
0,1,Kennen,Ivern,Syndra,Caitlyn,Karma,Galio,Graves,Fizz,Ashe,Sona,2017
0,1,Shen,Khazix,Ahri,Ashe,TahmKench,Kled,LeeSin,Fizz,KogMaw,Galio,2017
1,0,Galio,Olaf,Ahri,Twitch,Lulu,Shen,Khazix,Orianna,Kennen,Karma,2017
1,0,Shen,Graves,Ahri,Caitlyn,Karma,Galio,LeeSin,Syndra,Ashe,Zyra,2017
1,0,Fizz,Ivern,Taliyah,Caitlyn,Karma,Galio,Graves,Syndra,Jhin,Lulu,2017
0,1,Rumble,Ivern,Jayce,Varus,Zyra,Gragas,Nunu,Orianna,Caitlyn,Braum,2017
1,0,Nautilus,Graves,Leblanc,Ashe,Lulu,Galio,Khazix,Lissandra,Varus,Nami,2017
0,1,Galio,Graves,Orianna,Ezreal,TahmKench,Shen,Elise,Lucian,Ashe,Zyra,2017
1,0,Fizz,LeeSin,Taliyah,Ashe,Lulu,Shen,Graves,Ryze,Ezreal,Karma,2017
1,0,Shen,Ivern,Orianna,Caitlyn,Lulu,Nautilus,Graves,Leblanc,Ashe,Karma,2017
0,1,Shen,Graves,Leblanc,Varus,TahmKench,Fizz,Olaf,Cassiopeia,Twitch,Braum,2017
1,0,Rumble,Graves,Orianna,Twitch,Lulu,Galio,Ivern,Lucian,Ezreal,Karma,2017
0,1,Gragas,Ivern,Lucian,Caitlyn,Malzahar,Rumble,Olaf,Viktor,Ashe,Taric,2017
1,0,Galio,Olaf,Syndra,Varus,Karma,Rumble,LeeSin,Taliyah,Ashe,Thresh,2017
1,0,Shen,LeeSin,Jayce,KogMaw,Nami,Galio,Graves,Ahri,Caitlyn,Thresh,2017
1,0,Galio,Khazix,Syndra,Varus,Karma,Kled,LeeSin,Fizz,KogMaw,TahmKench,2017
1,0,Galio,LeeSin,Cassiopeia,Ashe,Zyra,Rumble,Ivern,Jayce,Caitlyn,TahmKench,2017
1,0,Gangplank,LeeSin,Syndra,KogMaw,Braum,Galio,Ivern,Ahri,Ashe,TahmKench,2017
1,0,Rumble,LeeSin,Ahri,Caitlyn,Zyra,Galio,Olaf,Orianna,Ashe,MissFortune,2017
0,1,Galio,LeeSin,Orianna,Kalista,Thresh,Rumble,Olaf,Leblanc,Twitch,TahmKench,2017
1,0,Lissandra,LeeSin,Leblanc,Corki,Nami,Rumble,JarvanIV,Kennen,Graves,Morgana,2015
1,0,Hecarim,RekSai,Diana,Lucian,Lulu,Gnar,Rengar,Xerath,Caitlyn,Janna,2015
1,0,Maokai,RekSai,Viktor,Corki,Janna,Gnar,Nidalee,Diana,Caitlyn,Annie,2015
0,1,Gnar,RekSai,Lissandra,Corki,Morgana,Maokai,JarvanIV,Zed,Caitlyn,Janna,2015
0,1,Gnar,Rengar,Leblanc,Corki,Lulu,Maokai,RekSai,Ezreal,KogMaw,Morgana,2015
0,1,JarvanIV,LeeSin,TwistedFate,Corki,Annie,Lulu,Nidalee,Ezreal,KogMaw,Nami,2015
0,1,Sion,JarvanIV,Diana,Graves,Morgana,Kennen,LeeSin,Zed,Corki,Lulu,2015
1,0,Maokai,Nidalee,Viktor,Sivir,Annie,DrMundo,RekSai,Xerath,Corki,Leona,2015
1,0,Hecarim,RekSai,Diana,Sivir,Janna,Morgana,Nidalee,TwistedFate,Graves,Thresh,2015
1,0,Sion,JarvanIV,Diana,Sivir,Janna,Hecarim,LeeSin,Viktor,Corki,Annie,2015
0,1,Maokai,LeeSin,Lissandra,Corki,Thresh,Irelia,Nidalee,Zed,Lucian,Nami,2015
0,1,Irelia,Rengar,Leblanc,Corki,Janna,Lissandra,LeeSin,Zed,Lucian,Lulu,2015
0,1,Sion,Nidalee,Ezreal,Corki,Nami,Lulu,Vi,Leblanc,Lucian,Annie,2015
1,0,Rumble,RekSai,Ezreal,Corki,Janna,Maokai,LeeSin,Leblanc,Kalista,Thresh,2015
1,0,Sion,JarvanIV,Ahri,Ezreal,Janna,Rumble,LeeSin,Yasuo,Corki,Nami,2015
1,0,Hecarim,RekSai,Ahri,Sivir,Morgana,Maokai,LeeSin,Leblanc,Corki,Janna,2015
0,1,Sion,JarvanIV,Ahri,Ezreal,Janna,Rumble,Vi,Leblanc,Sivir,Annie,2015
1,0,Rumble,RekSai,Lissandra,Sivir,Janna,Maokai,JarvanIV,Diana,Caitlyn,Leona,2015
0,1,Hecarim,JarvanIV,Ahri,Sivir,Janna,Maokai,Nidalee,Lissandra,Lucian,Annie,2015
1,0,Renekton,Gragas,Anivia,Jinx,TahmKench,Fiora,RekSai,Kassadin,Tristana,Alistar,2015
0,1,Olaf,RekSai,Viktor,Kalista,TahmKench,Gnar,Elise,Orianna,Tristana,Shen,2015
1,0,Fiora,Gragas,Ryze,Tristana,Morgana,Renekton,LeeSin,Orianna,Jinx,Thresh,2015
0,1,Gangplank,LeeSin,Kassadin,Tristana,Thresh,Riven,Gragas,Leblanc,Jinx,Alistar,2015
1,0,Rumble,Elise,Cassiopeia,Tristana,Braum,Renekton,Kindred,Orianna,Jinx,Alistar,2015
0,1,Ryze,Gragas,Lulu,Tristana,Thresh,Riven,Elise,Orianna,Kindred,Alistar,2015
0,1,Riven,RekSai,Lissandra,Kalista,Kennen,Jax,LeeSin,Azir,Ashe,Alistar,2015
1,0,Fizz,Gragas,Kindred,Kalista,Bard,Ryze,LeeSin,Leblanc,Ashe,Alistar,2015
0,1,Fiora,Gragas,Ekko,Tristana,TahmKench,Gangplank,Kindred,Kassadin,Sivir,Alistar,2015
1,0,Malphite,Elise,Orianna,Tristana,Shen,Riven,Kindred,Leblanc,Jinx,Alistar,2015
0,1,Fiora,LeeSin,Azir,Tristana,TahmKench,Vladimir,Elise,Orianna,Kindred,Alistar,2015
1,0,Fiora,Elise,Viktor,Tristana,Thresh,Hecarim,Nidalee,Lissandra,Lucian,Trundle,2015
1,0,Ryze,Nidalee,Viktor,Twitch,Braum,Trundle,RekSai,Orianna,MissFortune,Alistar,2015
0,1,Jax,RekSai,Viktor,Tristana,Thresh,Fiora,Nidalee,Kassadin,MissFortune,Alistar,2015
0,1,Fiora,RekSai,Anivia,Tristana,Trundle,Shen,DrMundo,Kassadin,Lucian,Alistar,2015
0,1,Malphite,Nidalee,Cassiopeia,Lucian,Alistar,Shen,LeeSin,Leblanc,Tristana,Trundle,2015
1,0,Rumble,LeeSin,Lulu,Tristana,Trundle,Shen,Nidalee,Anivia,MissFortune,Janna,2015
1,0,Sion,Nidalee,Lulu,MissFortune,Alistar,Ryze,Kindred,Viktor,Jinx,Braum,2015
1,0,Fiora,DrMundo,Viktor,Tristana,Braum,Sion,Nidalee,Azir,MissFortune,Morgana,2015
0,1,Malphite,Nidalee,Orianna,MissFortune,Trundle,Fiora,RekSai,Leblanc,Kalista,Alistar,2015
0,1,Rumble,RekSai,Viktor,Lucian,Alistar,Lissandra,DrMundo,Varus,Kalista,Shen,2015
0,1,Kassadin,RekSai,Ryze,Kalista,Alistar,Lissandra,Elise,Fizz,Tristana,Shen,2015
1,0,Lissandra,LeeSin,Ahri,Vayne,Alistar,DrMundo,RekSai,Kassadin,Sivir,Shen,2015
1,0,Ryze,RekSai,Viktor,MissFortune,Soraka,JarvanIV,Elise,Kassadin,Tristana,Alistar,2015
1,0,Ryze,RekSai,Varus,Tristana,Trundle,Fiora,Nidalee,Lulu,Lucian,Alistar,2015
0,1,Fiora,RekSai,Lulu,Vayne,Trundle,Lissandra,DrMundo,Varus,Tristana,Alistar,2015
0,1,Lissandra,RekSai,Kassadin,Sivir,Trundle,Nautilus,Nidalee,Cassiopeia,Tristana,Alistar,2015
1,0,Fiora,DrMundo,Ryze,Kalista,Alistar,Lulu,RekSai,Cassiopeia,Tristana,Trundle,2015
1,0,Nautilus,Graves,TwistedFate,Lucian,Bard,Fiora,Elise,Lissandra,Ezreal,Alistar,2016
0,1,Nautilus,Elise,Leblanc,KogMaw,Thresh,Trundle,Gragas,Corki,Ezreal,Braum,2016
0,1,Vladimir,Graves,Corki,Ezreal,Braum,Quinn,Nidalee,Lissandra,Lucian,Bard,2016
1,0,Nautilus,LeeSin,Leblanc,Ezreal,Janna,Poppy,Nidalee,Lissandra,Lucian,Thresh,2016
1,0,Trundle,Elise,TwistedFate,Kalista,Thresh,Fiora,LeeSin,Corki,Lucian,Braum,2016
0,1,Trundle,Elise,Talon,Lucian,Braum,Fiora,LeeSin,TwistedFate,Ezreal,Alistar,2016
0,1,Nautilus,Graves,Lux,Kalista,Bard,Fiora,LeeSin,Zilean,KogMaw,Alistar,2016
1,0,Quinn,Elise,Leblanc,Ezreal,Alistar,Fiora,Nidalee,Lux,Lucian,Bard,2016
1,0,Trundle,Nidalee,Lulu,Ezreal,Braum,Poppy,Gragas,Lux,Lucian,Thresh,2016
1,0,Nautilus,Ekko,Zed,Lucian,Braum,Graves,Gragas,Ahri,Kalista,Thresh,2016
1,0,Fiora,Gragas,Leblanc,Kalista,Bard,Poppy,Graves,Lissandra,Lucian,Alistar,2016
0,1,Rammus,Gragas,Corki,Lucian,Braum,Vladimir,Udyr,Lulu,Ezreal,Thresh,2016
0,1,Ekko,Elise,Pantheon,Kalista,Morgana,Rammus,Gragas,Quinn,Jhin,Thresh,2016
1,0,Rammus,LeeSin,Lulu,Jhin,Thresh,Vladimir,Gragas,Corki,Kalista,Alistar,2016
1,0,Fiora,LeeSin,Lissandra,Lucian,Braum,Nautilus,Gragas,Leblanc,Kalista,Alistar,2016
1,0,Nautilus,LeeSin,Quinn,Jhin,Thresh,Fiora,Gragas,Viktor,Corki,Alistar,2016
1,0,Nautilus,LeeSin,Zed,Jhin,Thresh,Fiora,RekSai,Leblanc,Ezreal,Alistar,2016
1,0,Trundle,Nidalee,Corki,Lucian,Braum,Nautilus,LeeSin,Leblanc,Ezreal,Alistar,2016
0,1,Fiora,LeeSin,TwistedFate,Kalista,Janna,Poppy,Gragas,Zed,Corki,Braum,2016
0,1,Poppy,Graves,Viktor,Kalista,Braum,Trundle,Gragas,Zed,Jhin,Alistar,2016
0,1,Nautilus,LeeSin,Lulu,Lucian,Braum,Poppy,Gragas,Ezreal,KogMaw,Alistar,2016
1,0,Nautilus,Elise,Lulu,Kalista,Thresh,Fiora,LeeSin,Corki,Ezreal,Alistar,2016
1,0,Poppy,Gragas,Corki,Ezreal,Braum,Trundle,LeeSin,Zed,KogMaw,Alistar,2016
0,1,Nautilus,LeeSin,Lissandra,KogMaw,Thresh,Poppy,Elise,Velkoz,Ezreal,Braum,2016
1,0,Nautilus,Nidalee,Zed,Lucian,Alistar,Graves,LeeSin,Corki,Kalista,Thresh,2016
1,0,Poppy,LeeSin,Viktor,Ezreal,TahmKench,Gangplank,Olaf,Orianna,Jhin,Braum,2016
0,1,Kennen,Olaf,Ryze,Caitlyn,Zyra,Poppy,LeeSin,Cassiopeia,Jhin,TahmKench,2016
0,1,Poppy,Elise,Orianna,Ezreal,TahmKench,Ekko,LeeSin,Viktor,Ashe,Karma,2016
1,0,Jayce,LeeSin,Viktor,Jhin,Braum,Kennen,Olaf,Orianna,Ashe,Karma,2016
1,0,Poppy,Olaf,Zilean,Ezreal,Zyra,Gangplank,LeeSin,Viktor,Jhin,MissFortune,2016
1,0,Kennen,Olaf,Orianna,Ashe,Bard,Ekko,LeeSin,Cassiopeia,Jhin,Zyra,2016
1,0,Kennen,Olaf,Kassadin,Ezreal,Bard,Ekko,LeeSin,Viktor,Jhin,Braum,2016
1,0,Gnar,Nidalee,Orianna,Varus,Zyra,Poppy,Elise,Viktor,Jhin,Karma,2016
0,1,Irelia,Nidalee,Viktor,Jhin,Braum,Ekko,LeeSin,AurelionSol,Ashe,TahmKench,2016
0,1,Kennen,Olaf,Orianna,Caitlyn,Bard,Poppy,Nidalee,Velkoz,Ashe,TahmKench,2016
0,1,Ekko,Olaf,Ryze,Ashe,Thresh,Gnar,RekSai,Cassiopeia,Jhin,Bard,2016
1,0,Poppy,RekSai,Orianna,Ashe,Thresh,Gnar,Nidalee,Velkoz,Jhin,Zyra,2016
1,0,Poppy,RekSai,Cassiopeia,Kalista,Thresh,Kennen,Olaf,Orianna,Ashe,Alistar,2016
1,0,Maokai,Olaf,Viktor,Ashe,Karma,Poppy,RekSai,Orianna,Varus,Thresh,2016
0,1,Maokai,Graves,Viktor,Ashe,Zyra,Poppy,RekSai,Orianna,Jhin,Bard,2016
0,1,Poppy,Ivern,Syndra,Jhin,TahmKench,Maokai,RekSai,Ekko,Twitch,Thresh,2016
1,0,Maokai,LeeSin,Syndra,Ashe,Zyra,Nautilus,RekSai,Vladimir,MissFortune,Karma,2016
0,1,Poppy,RekSai,Orianna,Jhin,Thresh,Maokai,LeeSin,Taliyah,Ezreal,Karma,2016
1,0,Maokai,LeeSin,Taliyah,Jhin,MissFortune,Poppy,RekSai,Orianna,Varus,Zyra,2016
1,0,Poppy,RekSai,Syndra,Ashe,Braum,Kennen,LeeSin,Ekko,Ezreal,Karma,2016
1,0,Poppy,RekSai,Cassiopeia,Jhin,TahmKench,Nautilus,LeeSin,Viktor,Ashe,Zyra,2016
1,0,Kennen,LeeSin,Orianna,Ashe,Alistar,Poppy,RekSai,Cassiopeia,Jhin,Thresh,2016
1,0,Nautilus,RekSai,Syndra,Ezreal,Bard,Poppy,Vi,Ryze,Jhin,TahmKench,2016
0,1,Nautilus,Olaf,Ryze,Vayne,Karma,Poppy,RekSai,Cassiopeia,Ashe,Zyra,2016
1,0,Nautilus,Olaf,Orianna,Ezreal,Thresh,Maokai,LeeSin,Viktor,Caitlyn,Karma,2016
0,1,Jayce,LeeSin,Cassiopeia,Caitlyn,Braum,Nautilus,RekSai,Orianna,Twitch,Thresh,2016
1,0,Jayce,LeeSin,Cassiopeia,Jhin,Karma,Maokai,RekSai,Ryze,Ezreal,Nautilus,2016
0,1,Poppy,Ivern,Orianna,Ashe,MissFortune,Nautilus,RekSai,Cassiopeia,Ezreal,Zyra,2016
0,1,Poppy,RekSai,Viktor,Jhin,Zyra,Nautilus,Hecarim,Cassiopeia,Vayne,Karma,2016
1,0,Poppy,RekSai,Orianna,Jhin,Thresh,Nautilus,LeeSin,Cassiopeia,Jinx,TahmKench,2016
1,0,Maokai,LeeSin,Ryze,Ezreal,Karma,Nautilus,RekSai,Cassiopeia,Jhin,Zyra,2016
0,1,Poppy,RekSai,Cassiopeia,Ezreal,Thresh,Maokai,LeeSin,Orianna,Sivir,Karma,2016
1,0,Poppy,RekSai,Cassiopeia,Ezreal,Karma,Maokai,Gragas,Orianna,Ashe,Bard,2016
1,0,Maokai,Hecarim,Ryze,Ezreal,Thresh,Poppy,RekSai,Orianna,Twitch,Karma,2016
0,1,Maokai,RekSai,Syndra,Jhin,Bard,Poppy,Elise,Ryze,Ezreal,Karma,2016
0,1,Poppy,Elise,Cassiopeia,Ezreal,Braum,Maokai,RekSai,Orianna,Sivir,Karma,2016
1,0,Poppy,Khazix,Ryze,Ashe,Thresh,Nautilus,RekSai,Orianna,Ezreal,Karma,2016
1,0,Poppy,Khazix,Cassiopeia,Ezreal,Zyra,Kennen,RekSai,Orianna,Jhin,MissFortune,2016
1,0,Maokai,LeeSin,Viktor,Ezreal,Braum,Poppy,Khazix,Cassiopeia,Jhin,Karma,2016
0,1,Camille,Ivern,Corki,MissFortune,TahmKench,Fiora,Elise,Ekko,Jhin,Malzahar,2017
0,1,Gragas,LeeSin,Orianna,Varus,Malzahar,Shen,Elise,Syndra,Ashe,TahmKench,2017
0,1,Maokai,LeeSin,Jayce,MissFortune,Bard,Gragas,Graves,Syndra,Ashe,TahmKench,2017
1,0,Gragas,Khazix,Syndra,Jhin,TahmKench,Poppy,LeeSin,Viktor,MissFortune,Bard,2017
0,1,Shen,Rengar,Syndra,Jhin,Karma,Camille,Khazix,Corki,Varus,Thresh,2017
0,1,Nautilus,Graves,Syndra,Varus,Malzahar,Maokai,Elise,Zed,Jhin,Karma,2017
0,1,Poppy,Rengar,Corki,Sivir,Karma,Maokai,Khazix,Cassiopeia,Jhin,Malzahar,2017
1,0,Nautilus,Elise,Corki,Jhin,Karma,Maokai,LeeSin,Orianna,Sivir,Zyra,2017
1,0,Maokai,Ivern,Jayce,Jhin,MissFortune,Shen,Rengar,Orianna,Caitlyn,Malzahar,2017
1,0,Shen,Khazix,Jayce,Jhin,Braum,Maokai,RekSai,Corki,Varus,TahmKench,2017
1,0,Shen,Rengar,Ryze,Varus,Zyra,Renekton,Graves,Orianna,Sivir,TahmKench,2017
0,1,Gangplank,Rengar,Ryze,Jhin,Karma,Maokai,Khazix,Cassiopeia,Varus,Malzahar,2017
1,0,Rumble,Graves,Jayce,Varus,TahmKench,Poppy,Khazix,Syndra,Jhin,Karma,2017
1,0,Nautilus,Graves,Leblanc,Jhin,Karma,Maokai,LeeSin,Ryze,Sivir,Soraka,2017
0,1,Poppy,Rengar,Syndra,Varus,Karma,Maokai,Graves,Corki,Jhin,Leona,2017
0,1,Renekton,Khazix,Viktor,Varus,TahmKench,Poppy,Rengar,Corki,Ashe,Karma,2017
1,0,Nautilus,Graves,Syndra,Varus,Malzahar,Gangplank,Ivern,Katarina,Jhin,Zyra,2017
1,0,Nautilus,Graves,Ryze,Varus,Braum,Maokai,Rengar,Orianna,Jhin,Taric,2017
0,1,Gangplank,Rengar,Corki,Jhin,Lulu,Shen,Khazix,Zed,Varus,Zyra,2017
0,1,Shen,Graves,Corki,Sivir,TahmKench,Gangplank,Rengar,Cassiopeia,Jhin,Thresh,2017
0,1,Renekton,Elise,Jayce,Ziggs,Lulu,Maokai,Rengar,Ahri,Jhin,Zyra,2017
0,1,Shen,Khazix,Azir,Jhin,Zyra,Maokai,Ivern,Cassiopeia,Sivir,Malzahar,2017
